"Sampling Date
تاريخ سحب العينة","Sample Category
فئة العينة","Sample Name
اسم العينة","Sample ID
رمز العينة","Facility Name
اسم المنشأة","Municipality name 
اسم البلدية","Valid/ Invalid 
مطابقة/غير مطابقة","""Invalid test
الاختبار الغير مطابق"""
16/8/2025,(Swabs) المسحات,مسحة يد,sw-3446-R01,مطعم تهامية - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة طاولة تقطيع لحم مطبوخ,sw-3447-R01,مطعم تهامية - حي قرطبة,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
16/8/2025,مقبلات (Appetizers),حمص,Appe-0562-R01,مطعم خلطة الشايب - حي قرطبة,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
16/8/2025,السلطة(Salad),سلطة ملفوف,Sal-1556-R01,مطعم خلطة الشايب - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,صوص (sauce),صوص ثوم سبايسي,sau-2198-R01,مطعم خلطة الشايب - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,صوص (sauce),صوص ثوم,sau-2199-R01,مطعم خلطة الشايب - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,صوص (sauce),صوص جمبري,sau-2200-R01,مطعم خلطة الشايب - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة حافظة دجاج,sw-3448-R01,مطعم خلطة الشايب - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة حافظة بطاطس,sw-3449-R01,مطعم خلطة الشايب - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,السلطة(Salad)  \t ,سلطة خيار زبادي,Sal-1557-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
16/8/2025,الطماطم (Tomatoes),طماطم مقطع,O-U-to-0669-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,مقبلات (Appetizers),تبولة,Appe-0563-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
16/8/2025,البصل (onions),شرائح بصل,OOu-on-0523-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,السلطة(Salad)  \t ,سلطة خضراء,Sal-1558-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
16/8/2025,الجرجير (rocket),قطع جرجير,O-O-ro-0196-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
16/8/2025,مقبلات (Appetizers),حمص,Appe-0564-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
16/8/2025,مقبلات (Appetizers),متبل,Appe-0565-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
16/8/2025,مقبلات (Appetizers),محمرة,Appe-0566-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,مقبلات (Appetizers),بابا غنوج,Appe-0567-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,شمندر(beet),شمندر,1-3370-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,صوص (sauce),صوص ثوم,sau-2201-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الرمان (pomegranate),حب رمان,O-U-po-0219-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الليمون (Lemons),قطع ليمون,UU-le-0453-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,صوص (sauce),صوص سلط,sau-2202-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,( Molasses) دبس,دبس رمان,mola-0064-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),كباب لحم ني,Raw-0475-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
16/8/2025,الدجاج (Poultry),كباب دجاج ني,po-0131-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,المخلل (Pickle),مخلل شمندر,Pick-0502-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,خمائر
16/8/2025,المخلل (Pickle),مخلل مشكل,Pick-0503-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الشطة (Hot sauce),معبوج حار,HS-0355-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,اللبان (yogurt),لبن عيران,yog-0007-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي | الخمائر والاعفان
16/8/2025,الحلا(sweetness),بة,sweet-1349-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),ام علي,sweet-1350-R01,مطعم بابا بو خوخة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,معمول (maamoul),معمول فستق,maam-0027-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,معمول (maamoul),معمول لوز,maam-0028-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,معمول (maamoul),معمول تمر,maam-0029-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),بقلاوة فستق,sweet-1351-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),بقلاوة كاجو,sweet-1352-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,السمبوسة (Samposa),سمبوسة خضار,O3U-sa-0024-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,السمبوسة (Samposa),سمبوسة جبن,O3U-sa-0025-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Pie) فطيرة,فطيرة دجاج,1-3371-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي
16/8/2025,كروسان (croissant),كروسان زعتر,1-3372-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),بلح الشام قشطة,sweet-1353-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,غير مطابقة,كوليفورم | استافيلوكوكس اورياس
16/8/2025,الحلا(sweetness),عيون المها,sweet-1354-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),بسبوسة قشطة,sweet-1355-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),كنافة قشطة,sweet-1356-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,غير مطابقة,كوليفورم
16/8/2025,الحلا(sweetness),بسبوسة جبن,sweet-1357-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),بسبوسة فستق,sweet-1358-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),كاب كيك ليمون,sweet-1359-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
16/8/2025,الحلا(sweetness),رد فلفت,sweet-1360-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
16/8/2025,الحلا(sweetness),تارت,sweet-1361-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),كيك سنكرز,sweet-1362-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,الحلا(sweetness),تشيز جوز الهند,sweet-1363-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,ورق عنب (Grape leaves),ورق عنب,gr-0197-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة ثلاجة شوكولاتة,sw-3450-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة ثلاجة كيك,sw-3451-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة ثلاجة شوكولاتة,sw-3452-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة ثلاجة كيك,sw-3453-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
16/8/2025,(Swabs) المسحات,مسحة ثلاجة شوكولاتة,sw-3454-R01,كريم للحلويات والشوكولاتة - حي قرطبة,بلدية الروضة,مطابقة,لا يوجد
17/8/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم بطن نعيمي بلدي,Raw-0476-R01,ملحمة فيافي البلاد التجارية,بلدية العليا,مطابقة,لا يوجد
17/8/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم بطن عجل بلدي,Raw-0477-R01,ملحمة فيافي البلاد التجارية,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج ليمون,co-0589-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج مشوي,co-0590-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج الزبدة,co-0591-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج مسالة,co-0592-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج بامية,co-0593-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج باربكيو,co-0594-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,اللحوم المطبوخة (Cooked meat),لحم بقري,Cm-0122-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,Fish\\fish product(الاسماك / منتجات الاسماك),سلمون مشوي,fish-0223-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,البطاطا (sweet potatoes),بطاطا حلو,OO-OSS-sp-0062-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,البطاطس (potatoes),بطاطس مشوي,OO-OSS-po-0431-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الارز ( rice),رز بني,1-3373-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الارز ( rice),رز شعيرة,1-3374-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الارز ( rice),رز مكسيكي,1-3375-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الارز ( rice),رز اصفر,1-3376-R01,كالو ريت - حي التعاون,بلدية العليا,غير مطابقة,استافيلوكوكس اورياس | باسيلس سيريس
17/8/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير جزر,jui-0496-R01,كالو ريت - حي التعاون,بلدية العليا,غير مطابقة,الخمائر والاعفان
17/8/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير برتقال,jui-0497-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الخس (Lettuce),خس,O-r-O3-le-0374-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الليمون (Lemons),قطع ليمون,UU-le-0454-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الفاصوليا (beans),فاصوليا حمراء,UOSS-be-0412-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,المخلل (Pickle),مخلل خيار,Pick-0504-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الشطة (Hot sauce),شطة,HS-0356-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,صوص (sauce),صوص ثوم + مايونيز,sau-2203-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,صوص (sauce),صوص مايونيز (قودي),sau-2204-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,(Swabs) المسحات,مسحة ثلاجة سلطات,sw-3455-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,(Swabs) المسحات,مسحة طاولة تقطيع خضار,sw-3456-R01,كالو ريت - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,ورق عنب (Grape leaves),ورق عنب مجمد,gr-0198-R01,ألذ طعم - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الملفوف (cabbage),ملفوف محشي مجمد,UU-ca-0120-R01,ألذ طعم - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,السلطة(Salad),سلطة خضراء,Sal-1559-R01,ألذ طعم - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الشطة (Hot sauce),شطة حارة,HS-0357-R01,ألذ طعم - حي التعاون,بلدية العليا,غير مطابقة,الخمائر والاعفان
17/8/2025,صوص (sauce),صوص كشري,sau-2205-R01,ألذ طعم - حي التعاون,بلدية العليا,غير مطابقة,الخمائر والاعفان
17/8/2025,صوص (sauce),صوص مايونيز,sau-2206-R01,ألذ طعم - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,المخلل (Pickle),مخلل مشكل,Pick-0505-R01,ألذ طعم - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الخضار المشوية و المطبوخة,مصقع باذنجان,GCV-0255-R01,ألذ طعم - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,(Swabs) المسحات,مسحة طاولة تقطيع لحم ني,sw-3457-R01,ألذ طعم - حي التعاون,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
17/8/2025,(Swabs) المسحات,مسحة طاولة تقطيع خضار,sw-3458-R01,ألذ طعم - حي التعاون,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
17/8/2025,(Swabs) المسحات,مسحة صانعة ثلج,sw-3459-R01,ألذ طعم - حي التعاون,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
17/8/2025,(Swabs) المسحات,مسحة عصارة برتقال,sw-3460-R01,ألذ طعم - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),سبيشل اوريو جار,sweet-1364-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),لاتية كيك,sweet-1365-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),كيك فراولة,sweet-1366-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),كيندر بايتس,sweet-1367-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),فستق بايتس,sweet-1368-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),شوكولاتة بايتس,sweet-1369-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),بيكان,sweet-1370-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,كروسان (croissant),كروسون لوز صغير,1-3377-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,كروسان (croissant),كروسون بيكان صغير,1-3378-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,الحلا(sweetness),اكلير بالفستق,sweet-1371-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,نكهات مركزة ( Syrup ),نكهة خوخ,1-3379-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,نكهات مركزة ( Syrup ),نكهة باشن فروت,1-3380-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,(Swabs) المسحات,مسحة حافظة كروسان,sw-3461-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
17/8/2025,(Swabs) المسحات,مسحة ثلاجة الكيك,sw-3462-R01,مقهي قهوة غريب - حي التعاون,بلدية العليا,مطابقة,لا يوجد
18/8/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم كتف تيس باكستاني مبرد,Raw-0478-R01,ملحمة  امينة بنت سعد العنزي,بلدية النسيم,مطابقة,لا يوجد
18/8/2025,صوص (sauce),صوص فتوش,sau-2207-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,( Molasses) دبس,دبس رمان,mola-0065-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,صوص (sauce),صوص تبولة,sau-2208-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,الخمائر والاعفان
18/8/2025,الطماطم (Tomatoes),طماطم مقطع,O-U-to-0671-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
18/8/2025,"  
البصل (onions)",بصل مقطع,OOu-on-0525-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,استافيلوكوكس اورياس
18/8/2025,الزيتون /Olive,زيتون اسود شرائح,olv-0558-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,خمائر
18/8/2025,السلطة(Salad),سلطة خص وملفوف,Sal-1560-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
18/8/2025,السلطة(Salad),سلطة خضراء,Sal-1561-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
18/8/2025,مقبلات (Appetizers),متبل,Appe-0568-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
18/8/2025,مقبلات (Appetizers),حمص,Appe-0569-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,مقبلات (Appetizers),بابا غنوج,Appe-0570-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,مقبلات (Appetizers),متبل شمندر,Appe-0571-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
18/8/2025,الزيتون /Olive,زيتون اخضر,olv-0559-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,خمائر
18/8/2025,مقبلات (Appetizers),محمرة,Appe-0572-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,لبنة ( brick),كشكة لبنة (سلطة لبنة),bri-0348-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,انتيروباكتريسي
18/8/2025,ورق عنب (Grape leaves),ورق عنب,gr-0199-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,(Swabs) المسحات,مسحة طاولة تقطيع فواكه,sw-3463-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,(Swabs) المسحات,مسحة برادة مقبلات,sw-3464-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,(Swabs) المسحات,مسحة ثلاجة مقبلات,sw-3465-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير برتقال,jui-0498-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير رمان,jui-0499-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير كوكتيل,jui-0500-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,الشطة (Hot sauce),شطة حارة,HS-0358-R01,مشويات باب توما حي السليمانية,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
18/8/2025,اللبان (yogurt),لبن عيران,yog-0008-R01,مشويات باب توما حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,مقبلات (Appetizers),حمص,Appe-0573-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,مقبلات (Appetizers),متبل,Appe-0574-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,مقبلات (Appetizers),بابا غنوج,Appe-0575-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,السلطة(Salad),سلطة زيتون,Sal-1562-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,مقبلات (Appetizers),محمرة,Appe-0576-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,صوص (sauce),صوص ثوم,sau-2209-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,ورق عنب (Grape leaves),ورق عنب,gr-0200-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,( Molasses) دبس,دبس رمان,mola-0066-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,السلطة(Salad),سلطة فتوش,Sal-1563-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
18/8/2025,مقبلات (Appetizers),تبولة,Appe-0577-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
18/8/2025,"  
(Kibbeh) كبه",كبة لحم,Kib-0027-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
18/8/2025,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),كباب لحم ني,Raw-0479-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
18/8/2025,الدجاج (Poultry),كباب دجاج ني,po-0132-R01,مطاعم ساروجة مشويات معجنات - حي السليمانية,بلدية العليا,مطابقة,لا يوجد
19/8/2025,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),لحم عجل كتف,Raw-0480-R01,اسواق ومخابز اغصان البساتين,بلدية العليا,غير مطابقة,السالمونيلا
19/8/2025,( Molasses) دبس,دبس رمان,mola-0067-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,صوص (sauce),صوص مايونيز,sau-2210-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,صوص (sauce),صوص ميبل,sau-2211-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,صوص (sauce),صوص رانش,sau-2212-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,صوص (sauce),صوص ترافل,sau-2213-R01,جالي برجر - حي التعاون,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
19/8/2025,صوص (sauce),صوص اس ماس,sau-2214-R01,جالي برجر - حي التعاون,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
19/8/2025,صوص (sauce),صوص سلط,sau-2215-R01,جالي برجر - حي التعاون,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
19/8/2025,صوص (sauce),صوص جالي,sau-2216-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,الخس (Lettuce),خس,O-r-O3-le-0375-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,الليمون (Lemons),قطع ليمون,UU-le-0456-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,المخلل (Pickle),مخلل خيار,Pick-0506-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,(cheese) جبنة,شرائح جبن,Chee-0823-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,الطماطم (Tomatoes),شرائح طماطم,O-U-to-0672-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,السلطة(Salad),سلطة ملفوف كولسلو,Sal-1564-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,صوص (sauce),صوص كاتشب,sau-2217-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,(Swabs) المسحات,مسحة حافظة بطاطس,sw-3466-R01,جالي برجر - حي التعاون,بلدية العليا,مطابقة,لا يوجد
19/8/2025,السلطة(Salad)  \t ,سلطة فتوش,Sal-1565-R01, مطعم حزاية - حي التعاون,بلدية العليا,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
19/8/2025,مقبلات (Appetizers),تبولة,Appe-0578-R01, مطعم حزاية - حي التعاون,بلدية العليا,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
19/8/2025,السلطة(Salad)  \t ,سلطة لبن خيار,Sal-1566-R01, مطعم حزاية - حي التعاون,بلدية العليا,غير مطابقة,ايشيريشيا كولاي
