sample_id,canonical_category
uu-pe-0556-r01,الفواكه والخضار
o2u-gin-0077-r01,الفواكه والخضار
uu-pe-0557-r01,الفواكه والخضار
uu-pe-0563-r01,الفواكه والخضار
o2u-gin-0078-r01,الفواكه والخضار
uu-pe-0564-r01,الفواكه والخضار
uo2-co-0072-r01,الفواكه والخضار
o2u-gin-0079-r01,الفواكه والخضار
uu-pe-0565-r01,الفواكه والخضار
uu-pe-0566-r01,الفواكه والخضار
uo2-co-0073-r01,الفواكه والخضار
uu-pe-0568-r01,الفواكه والخضار
uu-pe-0579-r01,الفواكه والخضار
uu-pe-0580-r01,الفواكه والخضار
uu-pe-0582-r01,الفواكه والخضار
uu-pe-0583-r01,الفواكه والخضار
uu-pe-0592-r01,الفواكه والخضار
uu-pe-0593-r01,الفواكه والخضار
uu-pe-0594-r01,الفواكه والخضار
uu-pe-0595-r01,الفواكه والخضار
uu-pe-0596-r01,الفواكه والخضار
o2u-gin-0080-r01,الفواكه والخضار
uo2-co-0074-r01,الفواكه والخضار
uu-pe-0597-r01,الفواكه والخضار
uu-pe-0598-r01,الفواكه والخضار
o2u-gin-0081-r01,الفواكه والخضار
uu-pe-0599-r01,الفواكه والخضار
uu-pe-0600-r01,الفواكه والخضار
uu-pe-0601-r01,الفواكه والخضار
o2u-gin-0082-r01,الفواكه والخضار
uo2-co-0075-r01,الفواكه والخضار
uu-pe-0602-r01,الفواكه والخضار
o2u-gin-0083-r01,الفواكه والخضار
uo2-co-0076-r01,الفواكه والخضار
mango-0021-r01,الفواكه والخضار
o2u-gin-0084-r01,الفواكه والخضار
uu-pe-0614-r01,الفواكه والخضار
uu-pe-0620-r01,الفواكه والخضار
uoss-be-0202-r01,الفواكه والخضار
uoss-be-0204-r01,الفواكه والخضار
uu-pe-0622-r01,الفواكه والخضار
o2u-gin-0085-r01,الفواكه والخضار
uoss-be-0205-r01,الفواكه والخضار
uu-pe-0624-r01,الفواكه والخضار
uu-pe-0625-r01,الفواكه والخضار
uu-pe-0626-r01,الفواكه والخضار
uoss-be-0206-r01,الفواكه والخضار
uo2-co-0077-r01,الفواكه والخضار
uu-pe-0630-r01,الفواكه والخضار
uu-pe-0631-r01,الفواكه والخضار
uu-pe-0632-r01,الفواكه والخضار
o2u-gin-0086-r01,الفواكه والخضار
uu-pe-0633-r01,الفواكه والخضار
uu-pe-0641-r01,الفواكه والخضار
uu-pe-0642-r01,الفواكه والخضار
uu-pe-0646-r01,الفواكه والخضار
uu-pe-0647-r01,الفواكه والخضار
uu-pe-0648-r01,الفواكه والخضار
uu-pe-0649-r01,الفواكه والخضار
uu-pe-0673-r01,الفواكه والخضار
uoss-be-0236-r01,الفواكه والخضار
uo2-co-0078 -r01,الفواكه والخضار
uo2-co-0079 -r01,الفواكه والخضار
o2u-gin-0087-r01,الفواكه والخضار
uu-pe-0680-r01,الفواكه والخضار
uu-pe-0681-r01,الفواكه والخضار
uu-pe-0682-r01,الفواكه والخضار
uo2-co-0080 -r01,الفواكه والخضار
oau-da-1113-r01,الفواكه والخضار
o2u-gin-0088-r01,الفواكه والخضار
uo2-co-0081 -r01,الفواكه والخضار
o2u-gin-0089-r01,الفواكه والخضار
uu-pe-0694-r01,الفواكه والخضار
o2u-gin-0090-r01,الفواكه والخضار
uu-pe-0712-r01,الفواكه والخضار
o2u-gin-0091-r01,الفواكه والخضار
uu-pe-0714-r01,الفواكه والخضار
uu-pe-0715-r01,الفواكه والخضار
uu-pe-0719-r01,الفواكه والخضار
uu-pe-0720-r01,الفواكه والخضار
uu-pe-0727-r01,الفواكه والخضار
uu-pe-0728-r01,الفواكه والخضار
uo2-co-0082 -r01,الفواكه والخضار
uu-pe-0736-r01,الفواكه والخضار
uo2-co-0083 -r01,الفواكه والخضار
uo2-co-0084 -r01,الفواكه والخضار
uu-pe-0742-r01,الفواكه والخضار
uo2-co-0085 -r01,الفواكه والخضار
uu-pe-0747-r01,الفواكه والخضار
uu-pe-0748-r01,الفواكه والخضار
uo2-co-0086 -r01,الفواكه والخضار
o2u-gin-0092-r01,الفواكه والخضار
uu-pe-0756-r01,الفواكه والخضار
uu-pe-0757-r01,الفواكه والخضار
o2u-gin-0093-r01,الفواكه والخضار
uo2-co-0088 -r01,الفواكه والخضار
uu-pe-0770-r01,الفواكه والخضار
o2u-gin-0094-r01,الفواكه والخضار
uo2-co-0089 -r01,الفواكه والخضار
uo2-co-0090 -r01,الفواكه والخضار
uu-pe-0781-r01,الفواكه والخضار
o2u-gin-0095-r01,الفواكه والخضار
o2u-gin-0096-r01,الفواكه والخضار
o2u-gin-0097-r01,الفواكه والخضار
uo2-co-0091 -r01,الفواكه والخضار
o2u-gin-0098-r01,الفواكه والخضار
uo2-co-0092 -r01,الفواكه والخضار
uu-pe-0798-r01,الفواكه والخضار
uu-pe-0799-r01,الفواكه والخضار
uu-pe-0800-r01,الفواكه والخضار
uo2-co-0093 -r01,الفواكه والخضار
uu-pe-0801-r01,الفواكه والخضار
uu-pe-0802-r01,الفواكه والخضار
uu-pe-0807-r01,الفواكه والخضار
o2u-gin-0099-r01,الفواكه والخضار
uo2-co-0095 -r01,الفواكه والخضار
uu-pe-0811-r01,الفواكه والخضار
o2u-gin-0100-r01,الفواكه والخضار
uo2-co-0096 -r01,الفواكه والخضار
o2u-gin-0101-r01,الفواكه والخضار
uu-pe-0814-r01,الفواكه والخضار
o2u-gin-0102-r01,الفواكه والخضار
o2u-gin-0103-r01,الفواكه والخضار
o2u-gin-0104-r01,الفواكه والخضار
o2u-gin-0105-r01,الفواكه والخضار
o2u-gin-0106-r01,الفواكه والخضار
uu-pe-0841-r01,الفواكه والخضار
o2u-gin-0107-r01,الفواكه والخضار
uo2-co-0097 -r01,الفواكه والخضار
uo2-co-0098-r01,الفواكه والخضار
uo2-co-0099-r01,الفواكه والخضار
uu-pe-0864-r01,الفواكه والخضار
uu-pe-0865-r01,الفواكه والخضار
uu-pe-0866-r01,الفواكه والخضار
uu-pe-0867-r01,الفواكه والخضار
uo2-co-0100-r01,الفواكه والخضار
o2u-gin-0108-r01,الفواكه والخضار
uu-pe-0881-r01,الفواكه والخضار
uo2-co-0101-r01,الفواكه والخضار
uu-pe-0898-r01,الفواكه والخضار
uu-pe-0899-r01,الفواكه والخضار
o2u-gin-0109-r01,الفواكه والخضار
uoss-be-0289-r01,الفواكه والخضار
uo2-co-0102-r01,الفواكه والخضار
uu-pe-0910-r01,الفواكه والخضار
uu-pe-0911-r01,الفواكه والخضار
uu-pe-0916-r01,الفواكه والخضار
uu-pe-0917-r01,الفواكه والخضار
uu-pe-0920-r01,الفواكه والخضار
uu-pe-0927-r01,الفواكه والخضار
uu-pe-0931-r01,الفواكه والخضار
uu-pe-0932-r01,الفواكه والخضار
uu-pe-0935-r01,الفواكه والخضار
uu-pe-0936-r01,الفواكه والخضار
uu-pe-0941-r01,الفواكه والخضار
uu-pe-0942-r01,الفواكه والخضار
uu-pe-0962-r01,الفواكه والخضار
uu-pe-0976-r01,الفواكه والخضار
uu-pe-0991-r01,الفواكه والخضار
uu-pe-0998-r01,الفواكه والخضار
uu-pe-1011-r01,الفواكه والخضار
uu-pe-1013-r01,الفواكه والخضار
uu-pe-1016-r01,الفواكه والخضار
uu-pe-1039-r01,الفواكه والخضار
uu-pe-1040-r01,الفواكه والخضار
uu-pe-1041-r01,الفواكه والخضار
uu-pe-1046-r01,الفواكه والخضار
uu-pe-1050-r01,الفواكه والخضار
uu-pe-1051-r01,الفواكه والخضار
uu-pe-1052-r01,الفواكه والخضار
uu-pe-1055-r01,الفواكه والخضار
uu-pe-1067-r01,الفواكه والخضار
uu-pe-1072-r01,الفواكه والخضار
uu-pe-1077-r01,الفواكه والخضار
uu-pe-1084-r01,الفواكه والخضار
uu-pe-1085-r01,الفواكه والخضار
uu-pe-1090-r01,الفواكه والخضار
uu-pe-1096-r01,الفواكه والخضار
uu-pe-1103-r01,الفواكه والخضار
uu-pe-1107-r01,الفواكه والخضار
uu-pe-1116-r01,الفواكه والخضار
uu-pe-1120-r01,الفواكه والخضار
uu-pe-1121-r01,الفواكه والخضار
uu-pe-1140-r01,الفواكه والخضار
uu-pe-1150-r01,الفواكه والخضار
uu-pe-1151-r01,الفواكه والخضار
uu-pe-1163-r01,الفواكه والخضار
uu-pe-1164-r01,الفواكه والخضار
uu-pe-1165-r01,الفواكه والخضار
uu-pe-1166-r01,الفواكه والخضار
uu-pe-1170-r01,الفواكه والخضار
uu-pe-1182-r01,الفواكه والخضار
uu-pe-1185-r01,الفواكه والخضار
uu-pe-1186-r01,الفواكه والخضار
uu-pe-1187-r01,الفواكه والخضار
uu-pe-1192-r01,الفواكه والخضار
uu-pe-1193-r01,الفواكه والخضار
uu-pe-1195-r01,الفواكه والخضار
uu-pe-1196-r01,الفواكه والخضار
uu-pe-1227-r01,الفواكه والخضار
uu-pe-1228-r01,الفواكه والخضار
uu-pe-1229-r01,الفواكه والخضار
uu-pe-1235-r01,الفواكه والخضار
uu-pe-1236-r01,الفواكه والخضار
uu-pe-1249-r01,الفواكه والخضار
uu-pe-1250-r01,الفواكه والخضار
uu-pe-1256-r01,الفواكه والخضار
uu-pe-1267-r01,الفواكه والخضار
uu-pe-1275-r01,الفواكه والخضار
uu-pe-1276-r01,الفواكه والخضار
uu-pe-1284-r01,الفواكه والخضار
uu-pe-1290-r01,الفواكه والخضار
uu-pe-1297-r01,الفواكه والخضار
uu-pe-1303-r01,الفواكه والخضار
uu-pe-1308-r01,الفواكه والخضار
uu-pe-1309-r01,الفواكه والخضار
uu-pe-1314-r01,الفواكه والخضار
uu-pe-1315-r01,الفواكه والخضار
uu-pe-1318-r01,الفواكه والخضار
uu-pe-1323-r01,الفواكه والخضار
uu-pe-1324-r01,الفواكه والخضار
uu-pe-1339-r01,الفواكه والخضار
uu-pe-1345-r01,الفواكه والخضار
uu-pe-1351-r01,الفواكه والخضار
uu-pe-1366-r01,الفواكه والخضار
uu-pe-1361-r01,الفواكه والخضار
uu-pe-1371-r01,الفواكه والخضار
uu-pe-1372-r01,الفواكه والخضار
uu-pe-1373-r01,الفواكه والخضار
uu-pe-1394-r01,الفواكه والخضار
uu-pe-1413-r01,الفواكه والخضار
uu-pe-1424-r01,الفواكه والخضار
uu-pe-1430-r01,الفواكه والخضار
uu-pe-1447-r01,الفواكه والخضار
uu-pe-1454-r01,الفواكه والخضار
uu-pe-1455-r01,الفواكه والخضار
uu-pe-1475-r01,الفواكه والخضار
uu-pe-1527-r01,الفواكه والخضار
uu-pe-1530-r01,الفواكه والخضار
uu-pe-1534-r01,الفواكه والخضار
uu-pe-1539-r01,الفواكه والخضار
uu-pe-1549-r01,الفواكه والخضار
uu-pe-1547-r01,الفواكه والخضار
uu-pe-1550-r01,الفواكه والخضار
uu-pe-1560-r01,الفواكه والخضار
uu-pe-1567-r01,الفواكه والخضار
uu-pe-1574-r01,الفواكه والخضار
uu-pe-1579-r01,الفواكه والخضار
uu-pe-1581-r01,الفواكه والخضار
uu-pe-1587-r01,الفواكه والخضار
uu-pe-1593-r01,الفواكه والخضار
uu-pe-1601-r01,الفواكه والخضار
uu-pe-1605-r01,الفواكه والخضار
uu-pe-1607-r01,الفواكه والخضار
uu-pe-1627-r01,الفواكه والخضار
uu-pe-1629-r01,الفواكه والخضار
uu-pe-1640-r01,الفواكه والخضار
uu-pe-1641-r01,الفواكه والخضار
uu-pe-1646-r01,الفواكه والخضار
uu-pe-1649-r01,الفواكه والخضار
uu-pe-1650-r01,الفواكه والخضار
uu-pe-1664-r01,الفواكه والخضار
uu-pe-1668-r01,الفواكه والخضار
uu-pe-1669-r01,الفواكه والخضار
uu-pe-1673-r01,الفواكه والخضار
uu-pe-1679-r01,الفواكه والخضار
uu-pe-1685-r01,الفواكه والخضار
uu-pe-1686-r01,الفواكه والخضار
uu-pe-1687-r01,الفواكه والخضار
uu-pe-1692-r01,الفواكه والخضار
uu-pe-1693-r01,الفواكه والخضار
uu-pe-1701-r01,الفواكه والخضار
uu-pe-1702-r01,الفواكه والخضار
uu-pe-1711-r01,الفواكه والخضار
uu-pe-1716-r01,الفواكه والخضار
pe-0050-r01,الفواكه والخضار
pe-0051-r01,الفواكه والخضار
pe-0055-r01,الفواكه والخضار
pe-0056-r01,الفواكه والخضار
pe-0057-r01,الفواكه والخضار
ubot-0589-r01,مياه شرب/معبأة
bot-0003-r01,مياه شرب/معبأة
ubot-0598-r01,مياه شرب/معبأة
ubot-0606-r021,مياه شرب/معبأة
ubot-0609-r01,مياه شرب/معبأة
ubot-0610-r01,مياه شرب/معبأة
bot-0005-r01,مياه شرب/معبأة
bot-0007-r01,مياه شرب/معبأة
